numero;origine_numero;nature;type_organisation;denomination;sigle;objet;siege_social;telephone;declarant;bureau;date_document;qr_present;format;fichier_source;rang_dans_fichier
;A_COMPLETER;provisoire;association;"ASSOCIATION POUR LE DEVELOPPEMENT DE NZOMOE";;"Cette association à but non lucratif a pour objectif le développement de Nzomoe à travers la réalisation des projets et actes sociaux au bénéfice des populations";;074.73.28.00/074.84.84.07/074.83.33.42;;;;;DOCX;"02 - ASSOCIATIONS/20 Nov 2025 _ 2/ASSOCIATIONS 3-1.docx";3/3
;A_COMPLETER;provisoire;association;"ASSOCIATION POUR LE DEVELOPPEMENT DE NZOMOE";;"Cette association à but non lucratif a pour objectif le développement de Nzomoe à travers la réalisation des projets et actes sociaux au bénéfice des populations";;074.73.28.00/074.84.84.07/074.83.33.42;;;;;DOCX;"02 - ASSOCIATIONS/20 Nov 2025 _ 2/ASSOCIATIONS 3.docx";3/3
;A_COMPLETER;provisoire;association;"CLUB MATHS";;;Libreville;077.15.01.45/066.06.93.34;"Monsieur Jean Michel SIPAMIO-BERRE de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/07 NOVEMBRE/ASSOCIATIONS - LOT 1.docx";2/10
;A_COMPLETER;provisoire;association;"COMMUNAUTE DES ENFANTS DU PERE JEAN";;"Cette association à but non lucratif a pour objectif la solidarité, l'entraide, le développement des quartiers de ses membres par l'assainissement constant à travers
les journées citoyennes ; combattre le chômage en permettant aux membres une meilleure insertion sociale";;077.47.35.87/065.03.99.60/077.36.62.79;;;;;DOCX;"02 - ASSOCIATIONS/10 DECEMBRE 2025/ASSOCIATIONS 04 12.docx";2/5
;A_COMPLETER;provisoire;association;"DJONDO CLEAN";;;;066.63.31.47/074.82.99.70;;;;;DOCX;"02 - ASSOCIATIONS/10 DECEMBRE 2025/ASSOCIATIONS 04 12.docx";3/5
;A_COMPLETER;definitif;confession_religieuse;"EGLISE JARDIN DE VIE ET DES MIRACLES";;;;077.50.00.44/066.06.57.93;;;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/_ Changement de bureau 17.12.docx";3/3
;ABSENT;definitif;confession_religieuse;"EGLISE UNIVERSELLE DU ROYAUME DE DIEU";;;;077-48-83-30;;;;;DOCX;"02 - ASSOCIATIONS/07 NOVEMBRE/STELLA.docx";1/1
;ABSENT;definitif;confession_religieuse;"EGLISE UNIVERSELLE DU ROYAUME DE DIEU";;;;077-48-83-30;;;;;DOCX;"02 - ASSOCIATIONS/09 NOVEMBRE/STELLA.docx";1/1
;A_COMPLETER;provisoire;association;"FAMILLE DES ANNEES PRIMAIRES";;"Cette association à but non lucratif a pour objectif de veiller au relèvement du niveau d'étude des élèves du primaire par le biais des cours de soutien";;077.47.65.22/065.37.47.00;;;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/_ ASSOCIATIONS 23 12.docx";5/5
;A_COMPLETER;provisoire;association;"FEDERATION DES CONSEILS JURIDIQUES INSCRITS AU GABON";;"Cette association à but non lucratif a pour objectif, d'accompagner les autorités administratives compétentes dans l'organisation et la structuration de la profession de Conseil Juridique ; de faciliter l'activité et l'implantation des Conseils Juridiques gabonais à l'étranger";;062.06.17.57/077.53.31.58;;;;;DOCX;"02 - ASSOCIATIONS/07 NOVEMBRE/ASSOCIATIONS - LOT 1.docx";7/10
;A_COMPLETER;definitif;confession_religieuse;"FEDERATION DES EGLISES ADVENTISTES DU SEPTIEME JOUR DU GABON";;;;062.39.77.63/074.27.09.61/066.19.44.59;;;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/_ Changement de bureau 17.12.docx";2/3
;ABSENT;definitif;association;"FEDERATION GABONAISE DE FOOTBALL";FAGAFOOT;"L'amélioration, la promotion, le contrôle et la réglementation du football sur l'ensemble du territoire Gabonais ;
L'organisation des compétitions ;
La sauvegarde des intérêts communs de ses membres";;"066. 24. 23. 80/ 074. 12.81.12";;;;;DOCX;"02 - ASSOCIATIONS/Récépissé définitif FEGAFOOT.docx";1/1
;ABSENT;definitif;association;"FEDERATION GABONAISE DE KARATE-DO";;"Cette association à but non lucratif a pour objectif la pratique et la promotion des activités sportives";"Libreville-Oloumi, Téléphone : 066 26 24 46/ 066 51 43 94 ;
Président : YOUMOU ANDIMI Claude Pamphil ;
Secrétaire Général : NDINGA ZEBILOUNOU Yvan Levy ;
Trésorier Général : MBINGUI Moise";"066 26 24 46/ 066 51 43 94";;;;;DOCX;"02 - ASSOCIATIONS/06 - RECEPISSE DEFINITIF FEDERATION GABONAISE DE KARATE DO ET ARTS MARTIAUX AFFINITAIRES.docx";1/1
;A_COMPLETER;provisoire;association;"FEDERATION GABONAISE DE QWAN KI DO";;"Cette association à but non lucratif a pour objectif, la pratique, l'étude et le développement du QWAN KI DO au Gabon";"Libreville, Téléphone : 062.88.40.08/066.03.20.20 ;
Président : Christian Patrick EBE ;
Secrétaire Général : Mohamed DIARRA MAGNIKI;
Trésorier Général : Serge Sévérin EDOUBA";062.88.40.08/066.03.20.20;;;;;DOCX;"02 - ASSOCIATIONS/07 NOVEMBRE/ASSOCIATIONS - LOT 1.docx";8/10
;A_COMPLETER;provisoire;association;"JUSTICE ET DROIT POUR TOUS";;"Cette association à but non lucratif a pour objectif de promouvoir, de vulgariser et de contribuer à la protection de la personne vulnérable particulièrement chez les enfants ; apporter une aide juridictionnelle aux personnes vulnérable";;077.35.13.57/066.26.89.23;;;;;DOCX;"02 - ASSOCIATIONS/10 DECEMBRE 2025/ASSOCIATIONS 15 12.docx";3/4
;A_COMPLETER;provisoire;association;"LA PASSIONS DES AUTRES";;;Libreville;077.37.96.46/066.77.21.79;"Monsieur MABIGNATH-SALL Mohamed El Hashir de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/10 DECEMBRE 2025/ASSOCIATIONS 15 12.docx";4/4
;A_COMPLETER;provisoire;confession_religieuse;"MINISTERE DE LA VERITE POUR UNE LIBERTE REELLE";;;;065-30-10-18/066-42-29-56;;;;;DOCX;"02 - ASSOCIATIONS/07 NOVEMBRE/ASSOCIATIONS - LOT 1.docx";10/10
;ABSENT;definitif;confession_religieuse;"MINISTERE DE LA VERITE POUR UNE LIBERTE REELLE";;;;065-30-10-18/066-42-29-56;;;;;DOCX;"02 - ASSOCIATIONS/09 NOVEMBRE/STELLA 2.docx";1/1
;A_COMPLETER;definitif;confession_religieuse;"MINISTERE DE LA VERITE POUR UNE LIBERTE REELLE";;;;065-30-10-18/066-42-29-56;;;;;DOCX;"02 - ASSOCIATIONS/09 NOVEMBRE/ASSOCIATIONS du 13_final_2.docx";2/2
;ABSENT;definitif;confession_religieuse;"MINISTERE INTERNATIONAL DE LA FOI";;;;;;"12147, Libreville, est désormais modifié ainsi qu'il suit : 
Président : MBONGO LEWAGHA Epse AMISSOU MOUSSAVOU Gerchwine ; 
Secrétaire Général : ALONGO Iris Emmanuel ;
Trésorier : MABIOKO Jean Robert";;;DOCX;"02 - ASSOCIATIONS/2026 MARS/MINISTERE INTERNATIONAL DE LA FOI_CR20260021.docx";1/1
;ABSENT;provisoire;confession_religieuse;"MISSION D'ÉVANGELISATION POUR CHRIST (M.E.C)";;;"Plein Ciel/Libreville";"077 70 20 96/060 45 43 43";"Monsieur Aziz D. NGOMA MAPANGOU de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/RECEPISSE PROVISOIRE MISSION D'EVANGELISATION POUR CHRIST.docx";1/1
;A_COMPLETER;provisoire;confession_religieuse;"MISSION DE YAHVE POUR LA REPENTANCE ET LA RECONCILIATION DE L'HOMME AVEC L'ESPRIT";"LA MYRRHE";"Cette association à but non lucratif a pour objectif d'assurer la prise en charge spirituelle des âmes afin de les amener à la repentance sincère, pour une réconciliation avec le Seigneur";;077.53.19.06/077.29.36.13/060.24.14.90;;;;;DOCX;"02 - ASSOCIATIONS/09 NOVEMBRE/_RECEPISSE EGLISES.docx";2/2
;A_COMPLETER;provisoire;association;"ONG IMA";;"Cette association à but non lucratif a pour objectif de mettre un accent particulier sur l'éducation parentale et infantile ; de faire de la jeune fille mère une priorité pour la nation, en lui permettant un meilleur départ";;076.42.82.86/076.28.92.38;;;;;DOCX;"02 - ASSOCIATIONS/07 NOVEMBRE/ASSOCIATIONS - LOT 1.docx";6/10
;A_COMPLETER;provisoire;association;"ONG LA SUNAMITE";;"Cette association à but non lucratif a pour objectif de mener des actions de prévention, de sensibiliser, de former et la prise en charge des veufs, des veuves et des orphelins en situation de précarité";;074.44.47.36/077.92.97.53/074.96.03.15;;;;;DOCX;"ASSOCIATIONS du 13_final.docx";3/4
;A_COMPLETER;provisoire;association;"ONG LA SUNAMITE";;"Cette association à but non lucratif a pour objectif de mener des actions de prévention, de sensibiliser, de former et la prise en charge des veufs, des veuves et des orphelins en situation de précarité";;074.44.47.36/077.92.97.53/074.96.03.15;;;;;DOCX;"02 - ASSOCIATIONS/09 NOVEMBRE/ASSOCIATIONS du 13_final.docx";3/4
;A_COMPLETER;provisoire;association;"ONG MINIMUM VITAL GKC";;;Libreville;"077 33 87 29/077 14 86 09";"Monsieur Raphael MOULOUNGUI IGNAMY de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/07 NOVEMBRE/ASSOCIATIONS - LOT 1.docx";3/10
;A_COMPLETER;provisoire;association;"SOCIETE GABONAISE D'ORTHOPHONIE";;"Cette association à but non lucratif a pour objectif de fédérer, d'organiser et de représenter les orthophonistes exerçant sur le territoire national ; elle vise à garantir l'éthique, la qualité des pratiques et la défense des droits et intérêts de la profession, tout en œuvrant pour une meilleure p";;074.49.70.38/062.86.07.82/062.32.96.63;;;;;DOCX;"02 - ASSOCIATIONS/10 DECEMBRE 2025/ASSOCIATIONS 15 12.docx";2/4
;A_COMPLETER;provisoire;association;"SOCIETE GABONAISE DE PERINATOLOGIE";;"Cette association à but non lucratif a pour objectif de contribuer à une meilleure connaissance des problèmes de santé de la mère à l'enfant, particulièrement celle du nouveau-né au Gabon";"Libreville, Téléphone : 062.88.40.08/066.03.20.20 ;
Président : Christian Patrick EBE ;
Secrétaire Général : Mohamed DIARRA MAGNIKI;
Trésorier Général : Serge Sévérin EDOUBA";062.88.40.08/066.03.20.20;;;;;DOCX;"02 - ASSOCIATIONS/07 NOVEMBRE/ASSOCIATIONS - LOT 1.docx";9/10
;A_COMPLETER;provisoire;association;"SOLIDARITE POUR LE DEVELOPPEMENT DU GABON";;"Cette association à but non lucratif a pour objectif de lutter contre les abus sur les petits commerçants, et la formalisation du secteur informelle";;074.51.49.65/066.79.45.97/077.64.46.90;;;;;DOCX;"02 - ASSOCIATIONS/20 Nov 2025 _ 2/ASSOCIATIONS 3-1.docx";2/3
;A_COMPLETER;provisoire;association;"SOLIDARITE POUR LE DEVELOPPEMENT DU GABON";;"Cette association à but non lucratif a pour objectif de lutter contre les abus sur les petits commerçants, et la formalisation du secteur informelle";;074.51.49.65/066.79.45.97/077.64.46.90;;;;;DOCX;"02 - ASSOCIATIONS/20 Nov 2025 _ 2/ASSOCIATIONS 3.docx";2/3
;A_COMPLETER;provisoire;association;"TRUE LEGEND CREW (TLC)";;;Libreville;077.25.27.43/066.10.69.84/076.43.02.70;"Monsieur Jean Hussen EKOMO BIKORO de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/10 DECEMBRE 2025/ASSOCIATIONS 04 12.docx";4/5
;A_COMPLETER;provisoire;association;"UN VACCIN UN AVENIR(UVUNA)";;;Libreville;077.94.88.09/066.38.78.39;"Madame Emma Léticia BOUKANDOU MBADINGA de nationalité Gabonaise";;;;DOCX;"02 - ASSOCIATIONS/2026 JAN/_ ASSOCIATIONS 23 12.docx";4/5
;ABSENT;definitif;association;"UNION SPORTIVE D'OYEM";USO;"Cette association à but non lucratif a pour objectif la pratique et la promotion des activités sportives";"Oyem-Gabon, Téléphone : 074 29 29 28/ 062 13 28 87 ;
Secrétaire Général : Rody EYA' A";"074 29 29 28/ 062 13 28 87";;;;;DOCX;"02 - ASSOCIATIONS/DUPLICATA RECEPISSE UNION SPORTIVE D'OYEM.docx";1/1
